reviewId,content
e2f97a4e-b2d0-4069-b5d0-9cd32dadb2e7,Gak work masak setiap pilih pelatih selalu gagal terus
7553f75b-971c-4f21-9b28-a671a182c8b3,Hayuk para pelaku umkm segera ikuti pelatihan yg ada di digitalent. Pokokny bikin kamu cepet naek level deh.
230f9de6-77df-41b9-8234-01d77603820d,Data pelatihan saya di mobile dengan di web berbeda
1ec1e30f-1880-4e59-949e-b99d20c9d8fd,Sangat bagus untuk mengembangkan bisnis di dunia marketing
8d677ba0-d421-49d7-92c2-314acf57b6fd,sesuai dengan fungsinya
b3e6ffcd-046e-4a64-b11c-5fbd0e6ca26a,"Banyak bug, delaynya minta ampun."
124c9395-d7f2-4d18-a1ac-34039653b2d0,"Ga niat buat, banyak bug sekelas kominfo aneh"
93543c10-7de8-4db8-abff-5bf05d66e7d0,"Pelatihan ini,Sangat membantu dalam menciptakan SDM Yg tangguh dan bermutu, khususnya generasi muda dalam mengembangkan bisnis Digital,Dengan adanya sertifikasi dari Kominfo ini!Terimakasih"
064abef9-8780-42d2-af6f-a60f946b843c,Sangat membantu pada saat pelatihan
f5fb88ff-8863-40bc-ae3b-a9310e62b4f8,"Asik sekali dari HP bisa belajar ilmu yg hebat, trims Kominfo Digital Talent"
2d5e4dde-3b8b-48d7-afcc-4013abb26818,Aplikasinya cukup membantu untuk proses pembelajaran
9d357616-a5c1-45d6-a7e1-f0bcf66cae65,Terima kasih digitalent sering mengadakan training tiap tahun.
11791e80-e179-40a7-879c-3124c6440efc,"Sangat bermanfaat, banyak ilmu dan sangat membantu"
ebd241f6-2416-4c29-912a-3bdddf7fe353,Pelatihan nya banyak dan berkualitas
5c7abccd-186e-407b-b9b6-b56e2c8bda9b,Makin banyak kemudahan dalam mengakses informasi
61fac79a-a6c0-4f10-b840-ecfecfacaaf0,Menarik dan sangat membantu✨️
05cd90f8-d6f1-4745-bc3b-2d7e6f377575,App yang sangat berguna untuk enterpreneur.banyak manfaat nya
df288917-47c8-4702-af8a-ecb9d5e082a1,Menyenangkan menelusuri pengalaman baru digital
96a15fe6-abe8-458a-a8ea-735c3c7393b4,ok sangat membantu. program diperbanyak untuk membantu / menunjang d.dunia kerja & usaha.
d5520502-abc9-4c66-bf43-f3be48312210,aplikasi yang bagus dan baik untuk indonesia emas 2045
9c48d17e-46cf-4fc1-9e29-0c6f4e02018a,saya mau check on nyangkut terus di loading sehabis tekan tombol check in
c2079131-8ab0-406b-90d7-71b7c90e0c68,Sekelas kementerian kok website dan aplikasinya lag wkwkwk
0a0d60b1-98e3-44a7-a833-187064e76e8e,"Di tampilan awal tidak memberikan opsi daftar akun, jdi harus bukak dri web"
fc136642-3fa1-4322-b34d-4e0a73abee8d,Tidak bisa di buka apk ini lemot banget
db3b111c-c77a-4e1d-810c-72406874346b,Terima kasih kakak² nya baik dan saya sangat apresiasi terhadap keramahan kakak²nya terima kasih
fcf5e177-4bb0-4398-86ec-b5ef0ec2106e,Bagus untuk mencari kursus secara gratis
57032e27-1dd4-44a6-92f8-3984f7ed3852,Semoga dapat memberikan pelatihan2 yg bermanfaat buat banyak orang
cd62aae6-7945-4c27-b161-3989cf2e5009,Alhamdulillah lumayan terbantu dengan adanya aplikasi ini
07fc5a1f-e81c-44f9-bfbb-b538a8882015,"Sangat bermanfaat unt menambah Wawasan saya, Terimakasih 🙏🏻"
